client_id,idade,sexo,cidade,estado,perfil_investidor,saldo_inicial,saldo_6_meses,saldo_12_meses,logins_mes,tempo_app_min_mes,contato_assessor,ativos_carteira,assessor_principal,perfil_assessor,tempo_casa_assessor_anos,qtd_clientes_assessor,tempo_resposta_horas,dias_sem_login,abriu_email_marketing,clicou_oferta,lucro_12_meses,churn,variacao_saldo_12m_perc,score_engajamento,interacao_assessor,cliente_vip,risco_inativo,teve_lucro,churn_probability,risk_segment,processed_at
246,66,Feminino,Curitiba,RJ,Conservador,61986.23,70174.27,56213.19,36,18,6,"Fundos, Cripto, Renda Fixa",Patrícia Rocha,Comercial,9.5,463,23.2,55,0,1,-5773.040000000001,1,-9.313423319985747,11.571428571428571,0.25862068965517243,0,1,0,0.9891366,Alto,2026-05-11T20:10:58.511270
247,19,Feminino,Rio de Janeiro,PR,Agressivo,164653.86,143632.95,246635.85,49,261,0,FIIs,Carlos Silva,Comercial,3.9,124,9.3,51,1,1,81981.99000000002,0,49.7905059741691,245.94230769230768,0.0,1,1,1,0.0017399464,Baixo,2026-05-11T20:10:58.511270
248,19,Feminino,Rio de Janeiro,RS,Conservador,12338.77,15150.18,10329.97,33,350,0,Fundos,Patrícia Rocha,Conservador,6.7,400,14.4,29,0,1,-2008.800000000001,0,-16.28039099521266,385.0,0.0,0,0,0,0.0007357418,Baixo,2026-05-11T20:10:58.511270
249,45,Masculino,Curitiba,MG,Conservador,84302.85,61501.67,71760.05,10,349,8,Ações,João Pereira,Moderado,7.6,244,37.5,20,1,1,-12542.8,0,-14.878263309010315,166.1904761904762,0.21333333333333335,0,0,0,0.003360198,Baixo,2026-05-11T20:10:58.511270
250,71,Feminino,Curitiba,SP,Agressivo,92227.85,77346.75,132587.22,53,404,9,Ações,João Pereira,Conservador,0.7,236,43.0,35,0,1,40359.37,0,43.760501844074206,594.7777777777778,0.20930232558139536,0,1,1,0.0018255076,Baixo,2026-05-11T20:10:58.511270
251,40,Feminino,Belo Horizonte,MG,Conservador,145276.21,179914.62,90387.95,39,211,6,"Exterior, Renda Fixa",Fernanda Alves,Agressivo,9.6,499,34.9,54,1,1,-54888.25999999999,1,-37.78200160921048,149.61818181818182,0.17191977077363899,0,1,0,0.99974686,Alto,2026-05-11T20:10:58.511270
252,54,Feminino,Curitiba,MG,Conservador,115283.23,98419.01,141454.84,32,176,3,"Renda Fixa, Cripto, Fundos",Mariana Costa,Conservador,3.8,52,22.6,57,0,1,26171.61,0,22.702009650492965,97.10344827586206,0.1327433628318584,0,1,1,0.00017607331,Baixo,2026-05-11T20:10:58.511270
253,49,Masculino,Belo Horizonte,RS,Moderado,133775.26,111353.27,167592.81,30,468,5,Exterior,Mariana Costa,Moderado,2.3,233,4.6,21,0,1,33817.54999999999,0,25.279375274621025,638.1818181818181,1.0869565217391306,0,0,1,0.00011998112,Baixo,2026-05-11T20:10:58.511270
254,50,Masculino,Belo Horizonte,MG,Conservador,155632.81,121841.06,210530.84,58,274,0,"Cripto, FIIs, Renda Fixa",Mariana Costa,Conservador,8.6,384,3.2,45,1,1,54898.03,0,35.274072350168325,345.4782608695652,0.0,1,1,1,0.00017656793,Baixo,2026-05-11T20:10:58.511270
255,18,Masculino,Curitiba,MG,Moderado,172578.39,209763.35,254897.48,53,225,6,"Cripto, Renda Fixa",Juliana Mendes,Moderado,7.2,322,18.3,19,1,0,82319.09,0,47.69953526626363,596.25,0.32786885245901637,1,0,1,0.00022406573,Baixo,2026-05-11T20:10:58.511270
256,36,Masculino,São Paulo,RJ,Agressivo,63461.22,63463.44,93798.33,43,156,5,"Ações, FIIs",Rafael Gomes,Comercial,1.3,417,22.5,21,0,1,30337.11,0,47.804170799111645,304.90909090909093,0.2222222222222222,0,0,1,0.00045183022,Baixo,2026-05-11T20:10:58.511270
257,19,Masculino,São Paulo,RS,Agressivo,108066.52,119406.58,71188.72,33,187,3,"Renda Fixa, Cripto, Ações",Patrícia Rocha,Moderado,1.6,101,29.4,51,1,0,-36877.8,1,-34.12509258186532,118.67307692307692,0.10204081632653061,0,1,0,0.9994661,Alto,2026-05-11T20:10:58.511270
258,70,Masculino,Belo Horizonte,PR,Moderado,168181.51,141850.98,225305.27,49,403,6,"Renda Fixa, Cripto",João Pereira,Agressivo,7.3,312,0.8,59,1,1,57123.75999999998,0,33.96554115847811,329.1166666666667,7.5,1,1,1,0.0010421412,Baixo,2026-05-11T20:10:58.511270
259,61,Masculino,Curitiba,SP,Agressivo,197900.78,228540.62,233855.18,6,76,2,"FIIs, Renda Fixa",Carlos Silva,Moderado,1.2,417,47.5,39,1,0,35954.39999999999,0,18.167892011340225,11.4,0.042105263157894736,1,1,1,0.013072593,Baixo,2026-05-11T20:10:58.511270
260,43,Masculino,São Paulo,MG,Conservador,178014.34,205785.17,210521.17,57,422,0,"Cripto, FIIs, Exterior",Carlos Silva,Agressivo,9.2,182,17.8,10,1,1,32506.83000000002,0,18.260792922637588,2186.7272727272725,0.0,1,0,1,0.0006415579,Baixo,2026-05-11T20:10:58.511270
261,49,Feminino,Curitiba,SP,Conservador,74921.99,66497.67,53607.8,48,287,3,"Cripto, FIIs, Fundos",Carlos Silva,Agressivo,7.5,274,40.8,46,0,1,-21314.19,1,-28.44851024378824,293.1063829787234,0.07352941176470588,0,1,0,0.9986726,Alto,2026-05-11T20:10:58.511270
262,23,Feminino,Curitiba,PR,Conservador,39838.14,37703.2,47214.91,53,78,2,"Ações, Renda Fixa, Fundos",Mariana Costa,Conservador,3.7,359,25.9,30,1,1,7376.770000000004,0,18.516853447475217,133.3548387096774,0.07722007722007722,0,0,1,0.000360272,Baixo,2026-05-11T20:10:58.511270
263,49,Masculino,Curitiba,SP,Agressivo,98389.11,81251.12,146032.49,22,359,0,"Cripto, Ações, Renda Fixa",Fernanda Alves,Agressivo,3.9,110,6.7,50,0,0,47643.37999999999,0,48.423428161917506,154.86274509803923,0.0,0,1,1,0.00043920774,Baixo,2026-05-11T20:10:58.511270
264,72,Masculino,Porto Alegre,PR,Conservador,148586.65,191073.01,211087.65,45,501,1,Ações,Mariana Costa,Moderado,5.3,414,38.4,39,0,0,62501.0,0,42.06367126521797,563.625,0.026041666666666668,1,1,1,0.0009674025,Baixo,2026-05-11T20:10:58.511270
265,21,Feminino,Curitiba,RJ,Agressivo,99021.25,107671.9,98547.69,55,332,4,"Renda Fixa, Exterior",João Pereira,Comercial,3.9,65,34.2,12,1,1,-473.5599999999977,0,-0.478240781650401,1404.6153846153845,0.11695906432748537,0,0,0,0.0024003044,Baixo,2026-05-11T20:10:58.511270
266,72,Masculino,Porto Alegre,MG,Conservador,97152.99,122483.33,61784.75,6,539,7,"Renda Fixa, Cripto",Patrícia Rocha,Moderado,7.9,278,25.6,17,1,0,-35368.24000000001,0,-36.40468502307546,179.66666666666666,0.2734375,0,0,0,0.009293135,Baixo,2026-05-11T20:10:58.511270
267,28,Masculino,Belo Horizonte,PR,Moderado,167807.85,148011.78,155400.83,53,584,0,"Exterior, FIIs, Fundos",Patrícia Rocha,Comercial,9.8,244,24.9,21,0,1,-12407.02000000002,0,-7.393587367933037,1406.909090909091,0.0,0,0,0,0.00022364932,Baixo,2026-05-11T20:10:58.511270
268,73,Masculino,São Paulo,SP,Agressivo,72919.35,85252.53,97985.47,24,451,3,"Exterior, Fundos",Fernanda Alves,Agressivo,6.1,300,4.7,55,1,0,25066.12,0,34.37512813814165,193.28571428571428,0.6382978723404255,0,1,1,0.0016042687,Baixo,2026-05-11T20:10:58.511270
269,34,Feminino,São Paulo,MG,Agressivo,172099.14,199551.57,211914.14,2,377,3,"Fundos, FIIs",Rafael Gomes,Conservador,4.7,492,31.7,16,1,0,39815.0,0,23.134920953120393,44.35294117647059,0.09463722397476342,1,0,1,0.00018336886,Baixo,2026-05-11T20:10:58.511270
270,55,Feminino,São Paulo,RJ,Conservador,81954.16,91378.35,83053.11,58,366,4,Cripto,Juliana Mendes,Agressivo,2.6,352,43.8,37,0,0,1098.949999999997,1,1.3409325408252577,558.6315789473684,0.09132420091324202,0,1,1,0.97051805,Alto,2026-05-11T20:10:58.511270
271,41,Feminino,São Paulo,MG,Agressivo,66318.39,84846.65,43079.85,37,97,6,"Cripto, Ações",Carlos Silva,Agressivo,6.7,97,4.9,24,0,1,-23238.54,0,-35.04086875450385,143.56,1.2244897959183672,0,0,0,0.010432087,Baixo,2026-05-11T20:10:58.511270
272,22,Feminino,São Paulo,PR,Agressivo,91343.99,85510.14,89901.23,19,325,7,"Fundos, Ações",Patrícia Rocha,Comercial,7.0,284,13.0,31,0,0,-1442.760000000009,0,-1.5794799417017027,192.96875,0.5384615384615384,0,1,0,0.028972473,Baixo,2026-05-11T20:10:58.511270
273,69,Feminino,São Paulo,RJ,Moderado,152726.94,118887.29,156105.63,33,328,5,"FIIs, Cripto",Fernanda Alves,Moderado,7.0,170,43.4,14,1,0,3378.690000000002,0,2.212242319527912,721.6,0.1152073732718894,0,0,1,0.0001564031,Baixo,2026-05-11T20:10:58.511270
274,51,Masculino,São Paulo,SP,Moderado,26074.4,28760.72,37435.02,48,388,0,"Ações, Exterior",Carlos Silva,Conservador,0.8,369,14.0,12,1,1,11360.62,0,43.57001503390296,1432.6153846153845,0.0,0,0,1,0.00052455236,Baixo,2026-05-11T20:10:58.511270
275,23,Feminino,Belo Horizonte,RJ,Conservador,40087.42,45602.88,47181.99,43,579,6,"Ações, Renda Fixa",Mariana Costa,Conservador,9.0,99,31.6,57,0,1,7094.57,0,17.69774657486064,429.2586206896552,0.18987341772151897,0,1,1,0.028109828,Baixo,2026-05-11T20:10:58.511270
276,39,Masculino,Curitiba,RJ,Moderado,190337.52,198909.63,167589.83,43,350,2,"Exterior, Cripto",Lucas Oliveira,Conservador,3.7,90,25.9,25,0,0,-22747.69,0,-11.951237990281687,578.8461538461538,0.07722007722007722,0,0,0,0.0012454102,Baixo,2026-05-11T20:10:58.511270
277,28,Masculino,Rio de Janeiro,RS,Conservador,35922.83,29603.67,38537.52,29,107,5,"Exterior, Ações",Bruno Martins,Conservador,7.6,71,28.8,49,1,0,2614.689999999995,0,7.278630330628169,62.06,0.1736111111111111,0,1,1,0.031061945,Baixo,2026-05-11T20:10:58.511270
278,65,Feminino,Porto Alegre,RJ,Conservador,113977.74,114282.47,75162.6,16,219,7,Renda Fixa,Patrícia Rocha,Moderado,7.7,420,20.2,10,1,1,-38815.14,0,-34.05501811143123,318.54545454545456,0.34653465346534656,0,0,0,0.0053786817,Baixo,2026-05-11T20:10:58.511270
279,33,Feminino,Rio de Janeiro,RJ,Conservador,116283.58,103180.03,171554.49,58,196,6,Exterior,Rafael Gomes,Conservador,6.7,231,14.7,12,1,1,55270.90999999999,0,47.53113896218192,874.4615384615385,0.40816326530612246,0,0,1,7.801582e-05,Baixo,2026-05-11T20:10:58.511270
280,50,Masculino,Rio de Janeiro,MG,Agressivo,98435.27,94151.36,90959.5,9,198,9,"Ações, Exterior, Fundos",Fernanda Alves,Comercial,4.3,54,2.8,32,0,1,-7475.770000000004,1,-7.594605063815036,54.0,3.2142857142857144,0,1,0,0.9529016,Alto,2026-05-11T20:10:58.511270
281,26,Masculino,Curitiba,SP,Moderado,129304.3,140570.73,133193.85,34,384,5,FIIs,Juliana Mendes,Comercial,6.3,194,35.9,49,1,1,3889.550000000003,1,3.008059283411304,261.12,0.1392757660167131,0,1,1,0.9026573,Alto,2026-05-11T20:10:58.511270
282,23,Masculino,Curitiba,MG,Conservador,46735.52,53611.66,42985.26,19,407,8,"Renda Fixa, Fundos, Cripto",Rafael Gomes,Conservador,0.9,406,35.9,36,1,1,-3750.259999999995,1,-8.024431952399363,209.0,0.22284122562674097,0,1,0,0.992308,Alto,2026-05-11T20:10:58.511270
283,33,Feminino,Curitiba,MG,Moderado,110979.79,93149.2,134758.38,17,15,8,"Cripto, Fundos",Mariana Costa,Conservador,7.7,127,32.4,37,0,0,23778.59000000001,0,21.42605423924483,6.7105263157894735,0.2469135802469136,0,1,1,0.001865988,Baixo,2026-05-11T20:10:58.511270
284,46,Feminino,São Paulo,PR,Conservador,75062.48,70798.57,89775.4,44,191,0,FIIs,Patrícia Rocha,Moderado,1.4,280,31.1,0,1,1,14712.92,0,19.600897812062694,8404.0,0.0,0,0,1,0.00042696038,Baixo,2026-05-11T20:10:58.511270
285,20,Feminino,Belo Horizonte,MG,Moderado,132671.78,114296.33,165015.84,43,19,0,Ações,João Pereira,Moderado,4.3,346,12.1,38,0,1,32344.06,0,24.379005090607812,20.94871794871795,0.0,0,1,1,0.00073101034,Baixo,2026-05-11T20:10:58.511270
286,37,Feminino,São Paulo,RS,Moderado,29103.49,23840.97,24485.61,26,301,0,"Fundos, FIIs",Mariana Costa,Conservador,1.5,397,1.6,26,1,0,-4617.880000000001,0,-15.867100474891501,289.85185185185185,0.0,0,0,0,0.0003449492,Baixo,2026-05-11T20:10:58.511270
287,53,Feminino,Belo Horizonte,RS,Conservador,114604.61,134091.1,101322.12,58,415,7,"Cripto, Ações, Exterior",Juliana Mendes,Moderado,8.5,258,38.9,35,0,1,-13282.49000000001,1,-11.589839187097278,668.6111111111111,0.17994858611825193,0,1,0,0.9974298,Alto,2026-05-11T20:10:58.511270
288,36,Masculino,Belo Horizonte,PR,Agressivo,37868.8,47167.55,26990.08,58,589,9,Cripto,Mariana Costa,Agressivo,5.7,212,23.8,31,0,1,-10878.72,1,-28.727395639682275,1067.5625,0.37815126050420167,0,1,0,0.97194856,Alto,2026-05-11T20:10:58.511270
289,43,Feminino,Rio de Janeiro,SP,Moderado,56449.97,52054.74,67173.15,48,56,6,Fundos,Fernanda Alves,Conservador,7.1,217,15.1,40,0,1,10723.17999999999,0,18.995900263543085,65.5609756097561,0.3973509933774835,0,1,1,0.011217295,Baixo,2026-05-11T20:10:58.511270
290,20,Masculino,Rio de Janeiro,SP,Agressivo,44523.25,51235.9,28308.66,35,32,2,Ações,Rafael Gomes,Moderado,7.0,327,5.3,14,1,0,-16214.59,0,-36.41825338446766,74.66666666666667,0.37735849056603776,0,0,0,0.0055465307,Baixo,2026-05-11T20:10:58.511270
291,36,Masculino,Belo Horizonte,MG,Agressivo,37384.72,46289.65,42540.6,22,581,1,"FIIs, Exterior",Fernanda Alves,Comercial,8.5,286,3.5,30,1,1,5155.879999999997,0,13.791409966424778,412.3225806451613,0.2857142857142857,0,0,1,0.000174727,Baixo,2026-05-11T20:10:58.511270
292,37,Masculino,Belo Horizonte,MG,Conservador,165316.48,199648.5,228587.44,31,21,3,Cripto,Carlos Silva,Conservador,1.8,225,17.1,5,1,1,63270.95999999999,0,38.27262714521867,108.5,0.17543859649122806,1,0,1,0.0003203606,Baixo,2026-05-11T20:10:58.511270
293,49,Feminino,São Paulo,MG,Conservador,57855.81,46845.16,81099.32,9,355,2,"Renda Fixa, Ações",Lucas Oliveira,Conservador,6.8,102,38.7,24,1,1,23243.51000000001,0,40.17489341174207,127.8,0.05167958656330749,0,0,1,5.7040914e-05,Baixo,2026-05-11T20:10:58.511270
294,24,Feminino,São Paulo,SP,Conservador,185497.63,236282.27,186264.47,10,432,6,"Exterior, Ações",Rafael Gomes,Comercial,6.0,398,44.1,48,0,1,766.8399999999965,1,0.41339611724419145,88.16326530612245,0.13605442176870747,1,1,1,0.990315,Alto,2026-05-11T20:10:58.511270
295,69,Feminino,Rio de Janeiro,RJ,Moderado,194015.38,179659.38,196610.01,37,233,9,"Cripto, Renda Fixa",Lucas Oliveira,Comercial,0.8,59,43.1,51,1,0,2594.630000000005,0,1.337332122845109,165.78846153846155,0.2088167053364269,1,1,1,0.026542868,Baixo,2026-05-11T20:10:58.511270
296,58,Masculino,Curitiba,RS,Conservador,114680.83,103619.22,76752.7,5,214,7,"Exterior, Fundos, FIIs",Fernanda Alves,Moderado,2.4,195,44.2,17,1,0,-37928.13,0,-33.07277249388586,59.44444444444444,0.1583710407239819,0,0,0,0.001990834,Baixo,2026-05-11T20:10:58.511270
297,50,Masculino,Belo Horizonte,RJ,Conservador,29457.22,21723.49,35457.32,58,435,5,"Exterior, Ações",João Pereira,Comercial,3.0,276,43.6,21,0,1,6000.099999999999,0,20.36886033373142,1146.8181818181818,0.1146788990825688,0,0,1,0.00024185436,Baixo,2026-05-11T20:10:58.511270
298,57,Masculino,São Paulo,RJ,Moderado,75535.1,74908.48,101151.58,40,298,2,"Cripto, Ações",Patrícia Rocha,Agressivo,1.2,285,25.5,30,0,1,25616.48,0,33.913346245652676,384.51612903225805,0.0784313725490196,0,0,1,0.0001427906,Baixo,2026-05-11T20:10:58.511270
299,56,Masculino,Rio de Janeiro,SP,Moderado,159748.72,122272.98,131024.23,46,586,5,"Exterior, Ações, Cripto",Juliana Mendes,Conservador,3.9,291,10.9,35,0,1,-28724.49000000001,0,-17.98104548192937,748.7777777777778,0.4587155963302752,0,1,0,0.01115742,Baixo,2026-05-11T20:10:58.511270
300,35,Masculino,São Paulo,RJ,Conservador,74110.76,62929.22,72567.09,33,108,1,"Exterior, Ações",Mariana Costa,Agressivo,0.8,354,38.4,8,0,1,-1543.669999999998,0,-2.0829229115987995,396.0,0.026041666666666668,0,0,0,0.00018377475,Baixo,2026-05-11T20:10:58.511270
301,57,Masculino,Belo Horizonte,PR,Conservador,18316.43,16304.66,24817.95,35,208,6,"Renda Fixa, FIIs, Exterior",Mariana Costa,Moderado,5.8,120,10.7,45,1,1,6501.52,0,35.495563272974046,158.2608695652174,0.5607476635514019,0,1,1,0.0005730521,Baixo,2026-05-11T20:10:58.511270
302,18,Feminino,Belo Horizonte,MG,Conservador,111800.2,132516.31,155336.14,36,57,9,Ações,Lucas Oliveira,Comercial,2.5,207,13.2,2,0,1,43535.94000000002,0,38.940842681855685,684.0,0.6818181818181819,0,0,1,0.00034774456,Baixo,2026-05-11T20:10:58.511270
303,28,Feminino,Porto Alegre,PR,Conservador,169179.05,207293.94,138534.29,16,379,6,"Cripto, Exterior",Juliana Mendes,Conservador,3.2,68,11.6,32,1,1,-30644.75999999998,1,-18.113803097960403,183.75757575757575,0.5172413793103449,0,1,0,0.91667145,Alto,2026-05-11T20:10:58.511270
304,45,Feminino,Curitiba,RS,Agressivo,159389.35,140498.49,174613.2,39,58,3,"Ações, Cripto",Rafael Gomes,Comercial,9.1,104,25.0,26,1,0,15223.85000000001,0,9.551359610915036,83.77777777777777,0.12,0,0,1,0.00010210903,Baixo,2026-05-11T20:10:58.511270
305,74,Feminino,Porto Alegre,MG,Agressivo,35849.5,43564.99,27720.4,39,280,7,Exterior,Patrícia Rocha,Comercial,5.3,493,15.8,42,0,1,-8129.099999999999,1,-22.675630064575515,253.95348837209303,0.4430379746835443,0,1,0,0.9892441,Alto,2026-05-11T20:10:58.511270
306,42,Masculino,Rio de Janeiro,RJ,Conservador,134880.16,163790.18,93295.38,53,339,3,FIIs,Bruno Martins,Moderado,3.1,264,7.8,0,0,0,-41584.78,0,-30.830909453250943,17967.0,0.38461538461538464,0,0,0,0.004792358,Baixo,2026-05-11T20:10:58.511270
307,67,Masculino,São Paulo,RS,Agressivo,44880.35,52006.93,63730.48,11,35,6,Fundos,Lucas Oliveira,Moderado,6.2,258,22.0,43,0,0,18850.13,0,42.00085338015413,8.75,0.2727272727272727,0,1,1,0.000770574,Baixo,2026-05-11T20:10:58.511270
308,40,Feminino,Rio de Janeiro,MG,Moderado,44423.3,35006.32,59458.67,20,139,3,Cripto,Rafael Gomes,Moderado,2.4,70,42.0,56,0,1,15035.37,0,33.84568458444103,48.771929824561404,0.07142857142857142,0,1,1,0.00092379126,Baixo,2026-05-11T20:10:58.511270
309,48,Masculino,Belo Horizonte,RJ,Agressivo,174940.28,194917.36,224628.81,39,62,4,"Renda Fixa, Cripto",Rafael Gomes,Moderado,1.2,331,27.6,8,0,0,49688.53,0,28.403138488174363,268.6666666666667,0.14492753623188406,1,0,1,0.00024574407,Baixo,2026-05-11T20:10:58.511270
310,47,Feminino,Porto Alegre,PR,Agressivo,50684.12,64217.51,32634.98,18,109,6,FIIs,Juliana Mendes,Conservador,0.7,298,42.2,4,1,0,-18049.14,0,-35.61103556695865,392.4,0.14218009478672985,0,0,0,0.0022297313,Baixo,2026-05-11T20:10:58.511270
311,59,Feminino,Porto Alegre,MG,Conservador,53386.22,59233.31,72570.87,2,270,9,"Ações, Renda Fixa",Juliana Mendes,Agressivo,9.5,77,9.8,14,0,0,19184.64999999999,0,35.93558412639066,36.0,0.9183673469387754,0,0,1,0.00018863911,Baixo,2026-05-11T20:10:58.511270
312,52,Feminino,Porto Alegre,RJ,Agressivo,1130.02,1015.85,1123.51,17,526,2,Renda Fixa,Ana Souza,Agressivo,7.4,472,8.4,49,1,1,-6.509999999999991,0,-0.5760959983009142,178.84,0.23809523809523808,0,1,0,0.018317368,Baixo,2026-05-11T20:10:58.511270
313,24,Masculino,Rio de Janeiro,PR,Agressivo,174263.14,174323.71,158258.05,52,500,9,"FIIs, Ações",Mariana Costa,Conservador,8.1,466,27.8,8,0,0,-16005.09000000003,0,-9.18443797121986,2888.8888888888887,0.3237410071942446,0,0,0,0.0044718795,Baixo,2026-05-11T20:10:58.511270
314,33,Feminino,Belo Horizonte,RS,Agressivo,158726.37,172604.61,173302.01,50,257,4,"Ações, Exterior, Renda Fixa",Patrícia Rocha,Comercial,9.8,345,22.5,44,1,0,14575.64000000001,0,9.18287238598099,285.55555555555554,0.17777777777777778,0,1,1,0.043365303,Baixo,2026-05-11T20:10:58.511270
315,43,Feminino,São Paulo,RS,Agressivo,125838.46,126636.56,85849.25,18,299,2,"FIIs, Cripto, Exterior",Carlos Silva,Conservador,9.4,260,31.9,27,1,1,-39989.21000000001,0,-31.778209936771322,192.21428571428572,0.06269592476489029,0,0,0,0.0033633183,Baixo,2026-05-11T20:10:58.511270
316,65,Feminino,São Paulo,RS,Moderado,150302.89,116029.59,192535.28,46,162,4,"FIIs, Ações",Lucas Oliveira,Agressivo,7.5,334,38.2,12,1,1,42232.38999999998,0,28.098188930365865,573.2307692307693,0.10471204188481674,1,0,1,0.00016918332,Baixo,2026-05-11T20:10:58.511270
317,74,Masculino,Rio de Janeiro,RS,Conservador,31257.66,27733.0,35139.6,5,553,2,Cripto,Patrícia Rocha,Agressivo,7.1,69,36.2,23,0,0,3881.939999999999,0,12.41916381456577,115.20833333333333,0.055248618784530384,0,0,1,0.00023882686,Baixo,2026-05-11T20:10:58.511270
318,69,Masculino,Porto Alegre,SP,Conservador,92206.4,108936.11,70808.16,15,71,9,Ações,Ana Souza,Conservador,3.7,69,45.3,44,0,1,-21398.23999999999,1,-23.206892363219897,23.666666666666668,0.19867549668874174,0,1,0,0.99484056,Alto,2026-05-11T20:10:58.511270
319,66,Feminino,Curitiba,MG,Moderado,70892.66,86265.79,54545.45,7,303,6,"Ações, Fundos, FIIs",Ana Souza,Moderado,1.5,379,19.4,58,0,1,-16347.21000000001,1,-23.0591008998675,35.94915254237288,0.30927835051546393,0,1,0,0.9970843,Alto,2026-05-11T20:10:58.511270
320,19,Masculino,Rio de Janeiro,MG,Agressivo,19661.53,15382.79,15057.27,47,467,0,FIIs,Patrícia Rocha,Comercial,6.0,445,10.3,9,1,0,-4604.259999999998,0,-23.41760788707694,2194.9,0.0,0,0,0,0.00031601725,Baixo,2026-05-11T20:10:58.511270
321,18,Masculino,Rio de Janeiro,SP,Moderado,97739.97,124269.73,63658.25,17,105,8,"FIIs, Fundos, Exterior",Juliana Mendes,Conservador,6.0,169,26.7,41,1,0,-34081.72,1,-34.86978766209975,42.5,0.299625468164794,0,1,0,0.9991749,Alto,2026-05-11T20:10:58.511270
322,65,Masculino,Belo Horizonte,RJ,Agressivo,184227.19,165305.87,207995.92,51,60,8,"Ações, FIIs",Rafael Gomes,Agressivo,9.5,146,5.8,21,0,0,23768.73000000001,0,12.901857755090337,139.0909090909091,1.3793103448275863,1,0,1,0.00016370257,Baixo,2026-05-11T20:10:58.511270
323,29,Masculino,São Paulo,RJ,Moderado,8971.76,9845.5,12168.52,47,336,4,"Ações, FIIs",Bruno Martins,Moderado,4.7,169,14.2,38,0,1,3196.76,0,35.6313588415205,404.9230769230769,0.28169014084507044,0,1,1,0.01780007,Baixo,2026-05-11T20:10:58.511270
324,22,Masculino,Rio de Janeiro,RS,Conservador,59000.72,67915.44,36329.6,42,397,8,"Cripto, Fundos",Patrícia Rocha,Comercial,7.1,74,10.4,59,1,0,-22671.12,1,-38.42515820145924,277.9,0.7692307692307692,0,1,0,0.99943036,Alto,2026-05-11T20:10:58.511270
325,54,Masculino,Rio de Janeiro,PR,Conservador,42300.65,50217.97,27246.03,38,385,9,"Exterior, Ações, Fundos",Lucas Oliveira,Agressivo,6.0,202,19.3,21,1,0,-15054.62,0,-35.58957131864404,665.0,0.46632124352331605,0,0,0,0.007947474,Baixo,2026-05-11T20:10:58.511270
326,49,Masculino,Porto Alegre,RJ,Conservador,48391.18,61333.39,53980.03,48,96,5,FIIs,Carlos Silva,Comercial,2.2,294,5.8,36,0,1,5588.849999999999,1,11.549315391771803,124.54054054054055,0.8620689655172414,0,1,1,0.09051367,Baixo,2026-05-11T20:10:58.511270
327,72,Masculino,Porto Alegre,PR,Agressivo,181778.48,161374.16,243137.1,48,451,4,Renda Fixa,Mariana Costa,Moderado,6.1,309,2.0,51,0,1,61358.62,0,33.75461165700142,416.3076923076923,2.0,1,1,1,0.00057877507,Baixo,2026-05-11T20:10:58.511270
328,26,Masculino,Curitiba,MG,Agressivo,94145.74,114396.85,84172.41,11,113,2,"FIIs, Renda Fixa",Ana Souza,Agressivo,5.6,53,31.7,38,0,1,-9973.330000000002,1,-10.593501097341209,31.871794871794872,0.06309148264984227,0,1,0,0.9727949,Alto,2026-05-11T20:10:58.511270
329,58,Masculino,Belo Horizonte,PR,Moderado,93793.58,73066.34,85788.58,44,321,7,Renda Fixa,João Pereira,Moderado,5.2,442,29.5,19,1,1,-8005.0,0,-8.534699283255847,706.2,0.23728813559322035,0,0,0,0.0012459714,Baixo,2026-05-11T20:10:58.511270
330,52,Feminino,Curitiba,MG,Moderado,152354.55,171097.9,173183.22,9,172,3,"Exterior, Renda Fixa",João Pereira,Conservador,5.4,192,34.1,9,1,0,20828.67000000001,0,13.671183433642128,154.8,0.0879765395894428,0,0,1,0.00019539466,Baixo,2026-05-11T20:10:58.511270
331,36,Feminino,Porto Alegre,SP,Conservador,31743.95,36352.75,26880.51,6,439,9,FIIs,Rafael Gomes,Conservador,2.1,331,31.9,9,0,0,-4863.440000000002,0,-15.320840664126557,263.4,0.2821316614420063,0,0,0,0.00240186,Baixo,2026-05-11T20:10:58.511270
332,65,Masculino,São Paulo,SP,Agressivo,97965.81,108412.29,61125.53,45,446,2,Fundos,Juliana Mendes,Comercial,4.9,384,5.9,25,0,0,-36840.28,0,-37.60524207373981,771.9230769230769,0.3389830508474576,0,0,0,0.0017898491,Baixo,2026-05-11T20:10:58.511270
333,33,Feminino,Porto Alegre,RS,Moderado,86567.06,73702.23,109222.15,54,222,5,Exterior,Mariana Costa,Moderado,6.3,395,14.3,24,0,1,22655.09,0,26.170566494923126,479.52,0.34965034965034963,0,0,1,0.00021135429,Baixo,2026-05-11T20:10:58.511270
334,20,Feminino,Belo Horizonte,RJ,Agressivo,119785.23,146596.27,139320.39,0,226,7,"Renda Fixa, Ações, Exterior",Ana Souza,Moderado,5.1,269,6.7,52,0,0,19535.16000000002,1,16.30848811660671,0.0,1.044776119402985,0,1,1,0.9898275,Alto,2026-05-11T20:10:58.511270
335,37,Masculino,Porto Alegre,RS,Agressivo,199911.98,160192.48,224437.26,48,532,8,Ações,João Pereira,Comercial,5.1,376,40.5,55,0,1,24525.28,0,12.268039164036091,456.0,0.19753086419753085,1,1,1,0.0032738866,Baixo,2026-05-11T20:10:58.511270
